id,timestamp,cpu_percent,ram_percent,disk_percent,net_sent_mb,net_recv_mb,thread_count,process_count,network_latency_ms,context_switches,cache_miss_rate,temperature,power_consumption,uptime,anomaly_label
4138,2025-06-01T05:44:45,35.7,15.4,60.1,2087.28,5217.77,232,58,44.1,808,0.0523,66.4,255.27,967.68,0
4139,2025-06-01T05:44:50,68.2,71.8,78.0,2087.49,5217.57,2970,990,20.94,378,0.1267,82.0,167.98,855.68,0
4140,2025-06-01T05:44:55,57.9,61.1,62.3,2087.47,5218.78,740,185,30.57,1230,0.1824,85.9,65.09,902.66,0
4141,2025-06-01T05:45:00,37.6,41.4,60.2,2087.76,5219.05,678,339,34.16,1562,0.1027,74.3,207.59,492.21,0
4142,2025-06-01T05:45:05,17.8,73.5,91.4,2088.17,5219.43,3485,697,40.34,1989,0.0948,47.6,245.19,106.7,0
4143,2025-06-01T05:45:10,14.0,58.4,46.3,2088.34,5220.89,2103,701,84.57,1778,0.0368,60.2,129.0,247.91,0
4144,2025-06-01T05:45:15,84.0,52.2,24.1,2088.95,5222.21,368,92,125.16,150,0.1963,66.6,105.54,531.38,0
4145,2025-06-01T05:45:20,92.2,56.0,17.9,2089.22,5223.41,770,154,126.15,1246,0.0436,49.4,210.04,389.58,0
4146,2025-06-01T05:45:25,66.7,67.3,41.2,2089.0,5223.23,4365,873,1.02,1685,0.1015,91.1,138.16,328.34,0
4147,2025-06-01T05:45:30,14.8,69.4,71.8,2090.52,5225.78,160,80,184.27,530,0.0426,37.1,276.45,303.5,0
4148,2025-06-01T05:45:35,43.2,36.0,6.2,2091.25,5228.89,1462,731,164.75,1974,0.0762,84.2,241.7,234.93,0
4149,2025-06-01T05:45:40,74.2,22.7,14.6,2092.13,5230.8,3610,722,192.82,1916,0.178,57.7,165.3,538.39,0
4150,2025-06-01T05:45:45,79.1,24.1,12.4,2092.65,5231.55,2508,836,72.64,650,0.1322,91.5,293.89,688.54,0
4151,2025-06-01T05:45:50,16.2,67.5,59.4,2093.25,5233.11,3256,814,133.3,423,0.0119,64.6,136.13,691.4,0
4152,2025-06-01T05:45:55,5.0,88.6,25.8,2093.66,5233.52,804,268,34.44,1963,0.1937,77.4,161.16,45.63,0
4153,2025-06-01T05:46:00,72.7,46.9,18.3,2094.27,5235.99,486,162,163.59,474,0.1589,77.7,212.23,27.92,0
4154,2025-06-01T05:46:05,38.9,25.3,60.1,2094.27,5235.9,3124,781,33.11,973,0.1995,75.4,178.01,88.15,0
4155,2025-06-01T05:46:10,29.2,78.1,76.6,2094.95,5237.05,2976,744,65.87,1904,0.1549,33.2,136.1,18.73,0
4156,2025-06-01T05:46:15,6.2,84.9,34.6,2095.2,5238.0,1236,309,98.68,1801,0.1553,70.4,154.45,440.97,0
4157,2025-06-01T05:46:20,56.3,89.3,58.7,2095.94,5240.18,183,61,119.31,647,0.1429,88.2,265.92,54.62,0
4158,2025-06-01T05:46:25,85.9,64.6,11.6,2096.31,5241.23,1560,520,112.37,1544,0.0904,84.8,99.55,436.2,0
4159,2025-06-01T05:46:30,96.0,87.5,93.6,2096.38,5241.64,1556,389,21.32,1037,0.0698,89.5,129.41,337.56,1
4160,2025-06-01T05:46:35,58.7,11.4,35.0,2096.95,5242.16,4605,921,84.91,475,0.1098,58.9,99.63,59.55,0
4161,2025-06-01T05:46:40,53.9,19.7,99.8,2097.86,5244.96,4865,973,184.66,208,0.0439,59.5,178.05,85.65,0
4162,2025-06-01T05:46:45,13.1,18.3,97.9,2098.82,5246.73,1180,295,174.6,1878,0.1473,82.5,90.22,772.32,0
4163,2025-06-01T05:46:50,57.1,74.1,78.3,2099.27,5248.34,897,299,118.57,590,0.1995,49.7,92.78,724.73,0
4164,2025-06-01T05:46:55,41.1,16.3,4.0,2099.53,5250.23,2476,619,114.89,1759,0.1242,79.7,258.57,286.85,0
4165,2025-06-01T05:47:00,62.7,54.7,55.3,2099.93,5249.72,1116,558,23.22,1346,0.1727,62.8,225.76,130.75,0
4166,2025-06-01T05:47:05,41.9,52.5,10.5,2100.38,5250.6,1765,353,40.85,1142,0.0427,47.2,97.13,356.98,0
4167,2025-06-01T05:47:10,27.8,38.0,89.7,2100.41,5251.31,4685,937,51.28,648,0.1668,71.8,146.67,484.51,0
4168,2025-06-01T05:47:15,14.0,88.3,79.4,2100.91,5252.56,4705,941,98.15,1340,0.1824,49.2,279.22,517.91,0
4169,2025-06-01T05:47:20,34.9,25.3,97.3,2101.89,5254.11,2248,562,146.54,1736,0.1694,73.7,267.53,25.56,0
4170,2025-06-01T05:47:25,14.2,41.7,61.6,2102.02,5256.02,820,410,92.68,1828,0.1292,67.0,213.62,601.41,0
4171,2025-06-01T05:47:30,21.8,79.7,53.2,2101.98,5255.34,3820,764,26.09,1720,0.186,76.9,121.0,630.51,0
4172,2025-06-01T05:47:35,98.8,12.7,52.9,2102.7,5257.27,186,93,88.43,332,0.1927,68.9,143.32,643.3,0
4173,2025-06-01T05:47:40,47.2,70.6,39.9,2102.8,5257.61,1104,368,33.36,1674,0.1649,79.3,213.31,626.75,0
4174,2025-06-01T05:47:45,55.5,83.5,47.9,2103.46,5259.7,1968,656,150.48,1533,0.114,94.8,190.12,956.87,0
4175,2025-06-01T05:47:50,88.0,93.9,64.3,2103.79,5259.08,2690,538,34.13,653,0.1687,60.4,190.16,710.08,0
4176,2025-06-01T05:47:55,99.6,88.9,93.4,2104.41,5260.51,1029,343,97.02,1635,0.0807,68.9,155.84,317.59,0
4177,2025-06-01T05:48:00,60.4,38.7,60.4,2105.0,5262.95,2232,558,138.99,1313,0.0759,36.6,72.56,812.33,0
4178,2025-06-01T05:48:05,82.2,62.8,86.0,2105.3,5262.52,1710,570,46.41,1944,0.0761,91.8,80.39,432.27,0
4179,2025-06-01T05:48:10,36.1,17.0,86.6,2105.68,5262.8,3292,823,16.13,1062,0.0479,68.8,258.83,61.36,0
4180,2025-06-01T05:48:15,34.0,33.2,52.8,2105.81,5264.55,1125,375,113.1,1429,0.1284,36.7,271.03,649.19,0
4181,2025-06-01T05:48:20,43.3,18.5,36.1,2105.99,5264.91,604,302,11.79,972,0.1357,56.0,273.42,382.88,0
4182,2025-06-01T05:48:25,68.9,38.4,64.7,2106.43,5266.8,1071,357,117.97,1576,0.1733,35.3,168.65,930.4,0
4183,2025-06-01T05:48:30,69.8,88.8,45.7,2107.11,5268.15,744,372,150.95,206,0.142,62.3,283.88,342.43,0
4184,2025-06-01T05:48:35,34.9,41.2,10.0,2107.5,5268.86,2628,657,66.53,1792,0.1582,48.0,259.43,45.97,0
4185,2025-06-01T05:48:40,17.7,60.6,39.0,2108.01,5270.36,2748,916,98.18,1348,0.1409,52.1,146.04,946.84,0
4186,2025-06-01T05:48:45,65.1,49.0,99.4,2109.11,5272.73,2883,961,185.82,1509,0.1424,34.5,105.75,832.55,0
4187,2025-06-01T05:48:50,17.2,51.3,6.8,2109.98,5273.91,1382,691,94.75,1653,0.0747,79.6,232.14,979.37,0
4188,2025-06-01T05:48:55,60.0,97.3,70.3,2110.36,5276.21,255,85,199.31,159,0.1935,84.7,231.33,181.83,0
4189,2025-06-01T05:49:00,70.9,36.7,84.4,2110.58,5276.08,2664,666,32.24,471,0.1314,39.1,272.54,22.19,0
4190,2025-06-01T05:49:05,71.6,66.5,65.6,2111.37,5278.17,1520,760,142.08,1265,0.1216,78.8,62.62,951.15,0
4191,2025-06-01T05:49:10,76.6,47.8,57.8,2112.11,5280.51,1360,340,130.87,217,0.171,38.4,138.14,742.58,0
4192,2025-06-01T05:49:15,87.9,15.5,71.3,2112.96,5282.32,4685,937,174.59,779,0.09,35.6,58.72,857.16,0
4193,2025-06-01T05:49:20,52.5,54.0,44.1,2113.26,5282.41,2364,591,19.4,1315,0.0283,37.4,102.59,4.95,0
4194,2025-06-01T05:49:25,74.4,83.2,11.0,2112.8,5283.55,1980,990,56.76,385,0.0556,32.1,149.9,657.37,0
4195,2025-06-01T05:49:30,63.8,18.9,96.3,2112.95,5283.22,3964,991,27.3,1664,0.1635,54.4,80.77,711.64,0
4196,2025-06-01T05:49:35,22.7,16.3,44.4,2114.26,5285.82,1962,654,186.69,1792,0.149,91.9,255.57,344.12,0
4197,2025-06-01T05:49:40,7.4,23.8,67.2,2115.01,5287.01,2152,538,85.9,118,0.0323,88.5,100.72,473.96,0
4198,2025-06-01T05:49:45,32.0,78.8,54.1,2115.38,5289.11,855,285,182.1,1105,0.0232,51.6,152.83,133.72,0
4199,2025-06-01T05:49:50,47.1,75.2,7.4,2115.39,5290.02,868,434,59.59,701,0.1282,81.7,250.42,80.93,0
4200,2025-06-01T05:49:55,63.6,60.9,95.4,2116.24,5290.26,1230,410,26.15,1745,0.1883,83.6,79.18,810.71,0
4201,2025-06-01T05:50:00,85.7,52.1,79.7,2116.47,5290.64,3024,756,60.01,1693,0.0432,39.9,204.91,822.36,0
4202,2025-06-01T05:50:05,23.6,89.9,16.6,2116.81,5292.62,1525,305,119.84,1113,0.1143,44.9,285.13,231.01,0
4203,2025-06-01T05:50:10,16.9,79.0,98.2,2117.67,5294.28,2751,917,169.2,215,0.1643,74.9,163.57,817.03,0
4204,2025-06-01T05:50:15,96.5,83.1,74.2,2118.06,5295.7,2040,408,77.69,1163,0.1105,47.2,110.03,364.74,0
4205,2025-06-01T05:50:20,15.3,83.2,48.3,2119.2,5298.35,2960,592,183.05,1388,0.0767,91.0,285.8,289.68,0
4206,2025-06-01T05:50:25,50.5,67.8,61.9,2119.3,5298.47,370,74,49.6,220,0.1602,45.0,63.55,792.38,0
4207,2025-06-01T05:50:30,60.6,51.2,12.5,2120.22,5299.94,4320,864,139.01,721,0.1565,81.9,127.9,706.97,0
4208,2025-06-01T05:50:35,56.4,87.8,56.9,2120.28,5302.1,200,50,147.41,463,0.1678,79.3,254.33,635.49,0
4209,2025-06-01T05:50:40,13.2,93.3,9.2,2120.96,5302.58,1221,407,55.52,304,0.1896,62.7,88.48,795.72,0
4210,2025-06-01T05:50:45,10.4,12.1,55.4,2120.94,5303.09,334,167,6.37,585,0.0386,47.1,71.02,863.3,0
4211,2025-06-01T05:50:50,15.0,14.6,56.2,2121.48,5303.79,1056,528,73.68,770,0.0747,32.2,164.5,948.68,0
4212,2025-06-01T05:50:55,60.6,96.3,87.7,2121.47,5304.47,2178,726,9.99,945,0.1973,83.8,132.94,623.9,0
4213,2025-06-01T05:51:00,56.7,34.9,73.1,2122.64,5306.56,1016,508,180.25,194,0.123,54.6,249.29,91.85,0
4214,2025-06-01T05:51:05,27.2,88.6,26.5,2123.07,5308.55,486,162,190.75,1522,0.1373,52.1,134.29,354.48,0
4215,2025-06-01T05:51:10,65.6,45.0,89.1,2124.18,5310.65,976,244,147.34,645,0.178,32.9,217.46,132.52,0
4216,2025-06-01T05:51:15,82.9,20.7,58.2,2125.01,5312.14,2103,701,145.61,853,0.1413,39.8,190.05,122.45,0
4217,2025-06-01T05:51:20,9.0,17.2,61.4,2125.52,5312.88,276,69,48.94,1953,0.1398,53.9,199.25,989.14,0
4218,2025-06-01T05:51:25,52.3,24.1,18.6,2125.13,5312.95,1005,335,15.71,429,0.0299,74.9,177.79,185.67,0
4219,2025-06-01T05:51:30,70.5,32.5,86.1,2126.09,5315.3,2535,507,160.62,924,0.1063,43.5,83.87,738.17,0
4220,2025-06-01T05:51:35,29.0,54.0,93.2,2126.23,5316.9,3960,792,112.27,760,0.1379,40.6,65.51,782.03,0
4221,2025-06-01T05:51:40,34.2,73.1,77.9,2126.79,5318.42,1988,497,136.64,714,0.1634,47.0,185.97,491.9,0
4222,2025-06-01T05:51:45,63.3,98.8,94.2,2128.22,5320.41,1280,640,156.15,409,0.0885,48.4,212.36,5.61,0
4223,2025-06-01T05:51:50,90.3,49.7,31.6,2128.46,5321.44,3445,689,82.48,1340,0.0335,56.6,231.33,727.98,0
4224,2025-06-01T05:51:55,81.9,56.6,86.4,2128.85,5321.7,402,134,29.76,776,0.0795,53.5,230.54,952.12,0
4225,2025-06-01T05:52:00,60.4,57.0,49.9,2129.14,5323.18,1250,625,159.21,267,0.0916,34.8,235.08,769.97,0
4226,2025-06-01T05:52:05,74.4,58.5,18.1,2129.97,5325.18,646,323,91.3,631,0.1527,70.2,55.08,529.05,0
4227,2025-06-01T05:52:10,39.7,56.6,67.5,2131.07,5327.28,3396,849,165.56,1232,0.0138,38.5,105.87,587.94,0
4228,2025-06-01T05:52:15,65.9,10.8,69.0,2131.22,5327.77,904,452,88.1,298,0.0833,86.4,232.4,159.27,0
4229,2025-06-01T05:52:20,49.3,10.2,30.1,2131.41,5328.28,1208,302,44.19,501,0.0951,85.9,80.9,883.6,0
4230,2025-06-01T05:52:25,23.0,18.8,4.7,2131.53,5329.01,3275,655,35.03,844,0.1145,34.7,96.65,597.41,0
4231,2025-06-01T05:52:30,71.7,19.1,21.6,2131.96,5330.86,4250,850,149.04,271,0.1943,56.9,214.9,248.92,0
4232,2025-06-01T05:52:35,57.9,73.4,41.2,2133.12,5332.07,1422,711,115.4,283,0.1507,61.0,252.04,101.34,0
4233,2025-06-01T05:52:40,39.1,28.4,18.4,2133.14,5332.78,828,414,81.52,1853,0.0523,94.7,90.62,268.39,0
4234,2025-06-01T05:52:45,91.6,90.5,21.0,2133.86,5334.48,2154,718,98.93,116,0.1304,46.3,187.71,766.41,0
4235,2025-06-01T05:52:50,7.0,93.6,40.4,2134.0,5335.94,2331,777,110.38,653,0.0758,71.3,95.34,955.24,0
4236,2025-06-01T05:52:55,35.0,97.8,96.3,2134.32,5336.6,1236,309,48.64,1066,0.1642,59.7,102.15,234.19,0
4237,2025-06-01T05:53:00,10.4,94.5,76.9,2135.22,5337.44,966,483,76.25,255,0.0425,80.0,170.49,310.39,0
4238,2025-06-01T05:53:05,77.8,34.5,33.3,2135.16,5337.99,1322,661,59.19,1144,0.0375,46.1,218.47,805.68,0
4239,2025-06-01T05:53:10,71.7,55.9,95.3,2135.91,5339.35,513,171,78.3,1544,0.0293,74.3,193.55,728.86,0
4240,2025-06-01T05:53:15,36.5,25.8,65.3,2136.11,5340.33,2772,693,100.61,1274,0.1134,38.4,73.11,124.42,0
4241,2025-06-01T05:53:20,69.2,82.6,46.6,2135.93,5340.61,1698,566,35.5,1234,0.0334,31.0,121.39,910.61,0
4242,2025-06-01T05:53:25,42.6,90.0,47.9,2136.88,5341.69,1588,794,79.31,1939,0.0179,31.2,284.54,234.82,0
4243,2025-06-01T05:53:30,76.8,86.6,42.3,2136.97,5342.19,2912,728,77.71,1438,0.0732,62.0,206.91,768.25,0
4244,2025-06-01T05:53:35,48.1,49.0,24.8,2137.51,5343.38,3090,618,57.91,739,0.1617,80.1,214.53,651.5,0
4245,2025-06-01T05:53:40,44.2,78.3,39.9,2138.38,5346.14,1184,592,199.7,557,0.0397,67.5,102.79,468.74,0
4246,2025-06-01T05:53:45,93.8,18.8,53.7,2138.14,5346.23,1704,568,15.65,1105,0.078,32.4,289.56,88.32,0
4247,2025-06-01T05:53:50,28.8,13.6,53.7,2139.13,5348.2,244,61,128.95,1175,0.0928,65.9,101.63,892.67,0
4248,2025-06-01T05:53:55,16.4,77.8,76.7,2139.71,5348.11,177,59,35.71,1396,0.1764,37.4,112.79,530.84,0
4249,2025-06-01T05:54:00,60.5,48.3,37.2,2140.21,5350.43,1030,206,168.07,905,0.1005,92.8,177.52,114.12,0
4250,2025-06-01T05:54:05,97.1,99.6,72.2,2141.02,5352.81,1548,774,182.93,484,0.1073,52.9,173.99,477.34,0
4251,2025-06-01T05:54:10,40.9,18.8,58.7,2141.65,5354.29,380,190,80.89,686,0.0584,62.7,58.16,104.71,0
4252,2025-06-01T05:54:15,10.9,87.0,96.3,2142.3,5355.69,2064,688,164.87,1028,0.137,52.0,235.94,374.3,0
4253,2025-06-01T05:54:20,37.2,53.2,39.8,2142.55,5355.97,1518,759,50.73,962,0.0149,60.4,74.11,119.17,0
4254,2025-06-01T05:54:25,53.1,84.4,90.3,2142.44,5356.9,2928,976,28.87,1935,0.1932,92.3,63.51,262.9,0
4255,2025-06-01T05:54:30,20.4,83.5,82.4,2143.02,5358.0,558,186,63.86,1211,0.1046,46.9,176.79,811.57,0
4256,2025-06-01T05:54:35,67.5,92.4,64.5,2143.53,5358.21,2960,740,68.99,1143,0.0217,76.7,62.06,233.37,0
4257,2025-06-01T05:54:40,99.8,36.8,66.1,2143.55,5359.56,3245,649,80.07,1554,0.1162,79.1,100.17,638.33,0
4258,2025-06-01T05:54:45,47.9,95.5,10.3,2144.38,5360.61,898,449,75.22,680,0.1077,42.4,147.74,231.1,0
4259,2025-06-01T05:54:50,38.7,23.7,95.1,2144.49,5361.58,984,492,82.82,1293,0.0557,77.4,200.78,616.55,0
4260,2025-06-01T05:54:55,43.1,17.4,12.5,2145.05,5363.1,1473,491,142.3,765,0.0497,72.1,245.69,744.45,0
4261,2025-06-01T05:55:00,15.9,48.8,57.2,2145.67,5363.47,1580,316,49.87,916,0.0614,48.9,122.39,104.19,0
4262,2025-06-01T05:55:05,88.9,84.5,34.3,2145.44,5363.72,2900,725,4.7,205,0.0346,64.0,167.8,847.91,0
4263,2025-06-01T05:55:10,44.4,52.6,44.1,2146.14,5365.11,2430,810,98.45,426,0.111,68.3,288.52,913.75,0
4264,2025-06-01T05:55:15,41.8,84.6,61.8,2146.38,5366.37,2810,562,90.21,1342,0.177,84.4,147.55,372.99,0
4265,2025-06-01T05:55:20,67.7,75.7,91.1,2146.49,5366.36,652,326,12.95,885,0.1854,38.1,227.41,877.67,0
4266,2025-06-01T05:55:25,47.0,28.8,46.8,2146.74,5366.49,2932,733,27.63,1993,0.1911,93.2,117.84,116.99,0
4267,2025-06-01T05:55:30,66.6,95.4,98.8,2147.21,5368.05,1620,405,102.47,1730,0.1241,80.0,205.8,426.01,0
4268,2025-06-01T05:55:35,10.8,15.5,60.1,2146.99,5368.74,2946,982,47.72,364,0.1281,64.8,251.18,161.96,0
4269,2025-06-01T05:55:40,82.3,90.8,17.7,2148.05,5370.79,2469,823,175.64,421,0.069,80.5,278.56,961.28,1
4270,2025-06-01T05:55:45,94.3,37.4,20.6,2148.63,5370.87,2812,703,35.49,1881,0.1782,77.7,284.38,774.52,0
4271,2025-06-01T05:55:50,66.6,55.0,72.2,2148.45,5371.13,284,142,5.0,415,0.1027,59.9,125.51,620.38,0
4272,2025-06-01T05:55:55,95.7,48.0,6.9,2148.82,5372.59,1380,690,90.07,207,0.0631,51.8,100.22,72.08,0
4273,2025-06-01T05:56:00,19.4,25.5,49.1,2149.64,5374.36,740,185,197.25,1928,0.1935,94.3,253.51,166.63,0
4274,2025-06-01T05:56:05,50.4,42.2,16.5,2150.33,5375.74,480,160,127.14,1872,0.144,87.5,207.4,351.18,0
4275,2025-06-01T05:56:10,62.2,27.4,44.5,2150.5,5377.71,279,93,71.45,1632,0.0983,91.8,153.62,228.54,0
4276,2025-06-01T05:56:15,60.3,28.3,75.5,2150.9,5377.47,1880,940,4.36,640,0.023,33.2,59.07,311.8,0
4277,2025-06-01T05:56:20,43.1,26.8,47.0,2151.29,5378.71,1300,260,97.5,1093,0.0366,83.0,126.93,968.45,0
4278,2025-06-01T05:56:25,37.1,54.0,18.0,2151.43,5378.73,1960,392,42.09,674,0.0473,87.9,77.84,801.83,0
4279,2025-06-01T05:56:30,17.0,81.8,26.7,2152.26,5380.9,2040,408,129.9,1650,0.1815,61.0,172.99,70.92,0
4280,2025-06-01T05:56:35,42.2,61.2,38.0,2152.93,5382.23,820,410,117.02,337,0.1946,87.9,256.85,57.02,0
4281,2025-06-01T05:56:40,20.5,90.4,8.8,2153.55,5382.34,1520,380,53.78,1132,0.0607,36.6,128.15,46.79,0
4282,2025-06-01T05:56:45,74.8,67.3,59.3,2152.9,5383.43,2300,460,14.71,435,0.1047,33.9,139.4,719.78,0
4283,2025-06-01T05:56:50,24.8,72.0,61.5,2154.19,5384.94,1616,808,151.25,1445,0.1605,49.0,245.8,514.13,0
4284,2025-06-01T05:56:55,10.6,70.1,8.1,2154.74,5386.24,1114,557,117.51,100,0.0831,31.7,164.02,148.84,0
4285,2025-06-01T05:57:00,57.5,50.5,41.4,2155.23,5388.35,843,281,168.58,220,0.1036,74.5,217.05,939.71,0
4286,2025-06-01T05:57:05,61.5,72.0,42.6,2155.69,5388.52,2559,853,52.7,1132,0.1786,90.3,97.16,201.61,0
4287,2025-06-01T05:57:10,87.8,16.3,34.7,2156.21,5390.94,438,219,130.92,412,0.0494,49.2,112.74,722.15,0
4288,2025-06-01T05:57:15,59.8,87.4,56.7,2156.47,5391.15,1359,453,24.62,283,0.1988,72.9,208.75,998.5,0
4289,2025-06-01T05:57:20,37.8,80.0,35.9,2157.03,5391.75,849,283,59.07,1783,0.0967,60.4,77.99,990.55,0
4290,2025-06-01T05:57:25,81.3,32.1,42.8,2157.5,5393.84,1707,569,131.65,1361,0.0591,46.6,93.82,619.72,0
4291,2025-06-01T05:57:30,56.3,79.1,80.2,2158.31,5395.11,702,351,165.29,988,0.1796,89.7,129.4,153.95,0
4292,2025-06-01T05:57:35,12.5,11.1,17.9,2158.45,5396.15,745,149,64.86,1893,0.0245,92.3,95.11,992.82,0
4293,2025-06-01T05:57:40,58.8,29.6,62.7,2159.04,5398.08,906,302,159.97,868,0.132,38.8,293.86,727.01,0
4294,2025-06-01T05:57:45,91.3,15.9,51.5,2159.97,5399.95,714,357,135.87,1119,0.0217,79.9,114.03,827.1,0
4295,2025-06-01T05:57:50,42.6,80.2,31.9,2160.6,5400.93,1686,843,70.39,429,0.1898,42.3,288.65,981.37,0
4296,2025-06-01T05:57:55,33.2,78.0,73.3,2160.94,5403.23,3408,852,175.4,570,0.1315,61.7,261.59,204.0,0
4297,2025-06-01T05:58:00,18.6,83.2,56.0,2161.54,5404.28,2996,749,102.34,921,0.0856,53.5,133.15,322.87,0
4298,2025-06-01T05:58:05,19.4,10.4,48.8,2162.43,5405.74,2180,436,130.0,1142,0.0906,45.9,187.2,246.68,0
4299,2025-06-01T05:58:10,46.1,55.1,67.4,2162.7,5407.76,688,172,99.63,1141,0.0414,73.9,134.49,990.96,0
4300,2025-06-01T05:58:15,61.6,73.4,80.6,2163.2,5409.11,362,181,91.09,1403,0.0784,85.6,225.78,654.81,0
4301,2025-06-01T05:58:20,12.7,24.0,97.3,2164.12,5410.55,1140,285,169.75,226,0.1817,80.8,140.51,311.26,0
4302,2025-06-01T05:58:25,94.3,68.5,63.7,2164.23,5411.03,810,270,59.65,1431,0.163,76.9,166.58,370.97,0
4303,2025-06-01T05:58:30,76.7,17.6,87.7,2164.35,5411.8,444,111,8.29,1337,0.1357,34.3,229.71,454.62,0
4304,2025-06-01T05:58:35,60.7,26.3,2.1,2165.57,5413.13,1762,881,176.08,1399,0.1939,36.3,154.11,439.18,0
4305,2025-06-01T05:58:40,83.7,52.8,54.0,2165.99,5415.53,3695,739,165.18,1120,0.119,60.2,222.34,174.39,0
4306,2025-06-01T05:58:45,12.6,68.8,23.0,2166.3,5416.34,3905,781,73.95,1452,0.0435,66.1,142.56,856.63,0
4307,2025-06-01T05:58:50,50.3,23.1,11.2,2166.68,5416.68,2260,452,37.9,1842,0.1456,77.0,149.84,772.62,0
4308,2025-06-01T05:58:55,64.9,26.7,54.1,2167.63,5418.63,1100,220,135.43,799,0.1225,53.1,130.34,913.71,0
4309,2025-06-01T05:59:00,83.7,28.4,75.2,2167.53,5418.67,1575,525,16.67,115,0.0929,31.5,297.36,525.99,0
4310,2025-06-01T05:59:05,79.4,31.5,42.4,2167.9,5420.0,1929,643,85.33,752,0.0379,32.3,176.23,672.31,0
4311,2025-06-01T05:59:10,31.3,30.4,67.7,2168.1,5420.23,189,63,18.09,536,0.1388,85.6,105.5,754.23,0
4312,2025-06-01T05:59:15,94.4,45.6,50.0,2168.34,5421.53,1276,319,119.98,105,0.0944,38.4,191.78,594.7,0
4313,2025-06-01T05:59:20,16.8,68.8,44.8,2168.82,5421.69,412,103,6.41,380,0.1199,90.9,167.25,704.43,0
4314,2025-06-01T05:59:25,88.1,49.4,30.4,2169.43,5423.31,1848,462,126.22,1954,0.0699,51.6,244.72,534.51,0
4315,2025-06-01T05:59:30,97.2,79.8,39.5,2169.94,5425.31,900,180,134.97,1810,0.0396,67.9,283.94,400.04,0
4316,2025-06-01T05:59:35,21.8,74.7,36.3,2170.72,5426.24,3295,659,97.94,114,0.0784,41.0,77.68,982.9,0
4317,2025-06-01T05:59:40,73.6,21.4,65.3,2170.47,5426.98,3048,762,35.83,1433,0.1719,59.5,295.3,478.06,0
4318,2025-06-01T05:59:45,8.8,14.4,13.4,2171.03,5427.18,2763,921,21.18,565,0.0403,86.9,91.23,838.07,0
4319,2025-06-01T05:59:50,43.5,89.0,11.1,2171.15,5427.96,1644,822,63.35,1550,0.0995,94.0,118.33,598.44,0
4320,2025-06-01T05:59:55,54.0,17.2,66.7,2171.52,5429.38,3128,782,93.58,1604,0.0665,79.8,243.84,273.08,0
4321,2025-06-01T06:00:00,60.2,23.4,55.5,2172.22,5430.24,1132,566,128.8,1763,0.1928,79.7,88.86,113.79,0
4322,2025-06-01T06:00:05,93.9,12.0,44.2,2172.21,5430.45,2034,678,1.25,1649,0.0261,87.5,254.37,915.14,0
4323,2025-06-01T06:00:10,68.9,66.6,16.9,2173.19,5432.9,700,350,142.5,1884,0.0566,45.9,218.37,337.95,0
4324,2025-06-01T06:00:15,50.7,62.4,42.3,2173.45,5434.08,3765,753,142.83,1669,0.0954,77.9,251.32,296.04,0
4325,2025-06-01T06:00:20,81.9,98.8,79.4,2173.96,5434.43,1976,988,89.46,485,0.057,66.3,190.86,747.47,0
4326,2025-06-01T06:00:25,95.3,89.8,89.2,2174.66,5436.08,1904,476,69.34,1655,0.1443,47.0,296.04,646.34,0
4327,2025-06-01T06:00:30,7.1,47.0,70.9,2175.18,5438.29,660,165,168.62,861,0.0805,33.6,198.23,661.03,0
4328,2025-06-01T06:00:35,98.3,43.4,7.9,2176.26,5439.43,855,285,157.13,973,0.1583,43.1,148.89,132.6,0
4329,2025-06-01T06:00:40,13.2,36.7,67.7,2177.41,5443.07,2448,612,196.67,1395,0.1147,72.3,291.61,248.86,0
4330,2025-06-01T06:00:45,82.4,23.7,25.6,2177.36,5443.39,124,62,75.01,1318,0.0911,67.0,68.41,496.34,0
4331,2025-06-01T06:00:50,31.6,22.4,32.9,2178.49,5445.97,1335,267,181.46,337,0.0793,34.5,178.66,868.92,0
4332,2025-06-01T06:00:55,17.6,21.9,21.2,2178.21,5446.04,756,378,18.39,1025,0.0522,66.6,208.02,425.97,0
4333,2025-06-01T06:01:00,46.8,20.3,78.0,2179.01,5446.75,234,117,82.88,570,0.058,55.4,136.35,142.67,0
4334,2025-06-01T06:01:05,66.2,31.6,65.6,2179.36,5447.99,1584,792,93.61,1226,0.0435,31.0,73.0,400.92,0
4335,2025-06-01T06:01:10,41.2,37.6,62.0,2179.86,5449.14,3544,886,88.73,1942,0.1718,89.1,152.51,292.31,0
4336,2025-06-01T06:01:15,10.2,96.5,67.5,2180.27,5451.31,1320,440,125.39,1366,0.1142,46.8,252.64,994.6,0
4337,2025-06-01T06:01:20,61.9,62.1,25.2,2180.24,5451.38,564,141,34.87,1116,0.1017,66.0,192.79,376.49,0
4338,2025-06-01T06:01:25,90.7,98.9,45.6,2181.54,5453.43,306,153,173.42,314,0.0712,68.3,239.47,615.97,0
4339,2025-06-01T06:01:30,41.4,43.5,64.1,2181.58,5454.7,1917,639,110.8,1878,0.1082,62.4,229.42,575.16,0
4340,2025-06-01T06:01:35,25.6,51.2,64.4,2182.83,5457.6,1425,475,180.94,998,0.1777,45.6,121.64,170.91,0
4341,2025-06-01T06:01:40,47.0,39.2,79.6,2183.09,5457.7,1326,663,1.52,176,0.1727,56.5,113.38,131.0,0
